id,day,date,slphrs,weath,lteq,pss,se,swls,evalday,posaff,negaff,TEMP,HUM,WIND,BAR,PREC
207,3,22-Mar-09,10,2,3,2.5,4,3.8,1,4.7,2.2,42,0.46,5,30.4,0
207,4,23-Mar-09,7,1,8,1.5,2,2.2,0,2.7,4.5,35,0.36,10,30.35,0
207,5,24-Mar-09,7,0,3,2,3,4,1,4,3.4,32,0.35,8,30.43,0
207,6,25-Mar-09,4,1,3,2,3,4.4,1,4.1,3.3,42,0.24,3,30.35,0
208,0,19-Mar-09,9,2,17,2.75,5,4.8,1,5.2,1.6,48,0.58,7,30,0.01
208,1,20-Mar-09,8,0,3,3.75,5,4.4,1,4.4,1.3,35,0.48,6,30.2,0
208,2,21-Mar-09,9.5,3,12,3.25,5,3.6,1,3.5,2.1,34,0.42,7,30.41,0
208,3,22-Mar-09,10,3,12,4,5,6,1,4,1.5,42,0.46,5,30.4,0
208,4,23-Mar-09,8,3,12,3.25,4,3.4,1,3.4,1.9,35,0.36,10,30.35,0
208,5,24-Mar-09,7.5,3,21,4,5,5,0,3.6,1.2,32,0.35,8,30.43,0
208,6,25-Mar-09,7,3,15,3.75,4,5,0,4.2,1.2,42,0.24,3,30.35,0
208,7,26-Mar-09,8,2,15,3.75,4,4.4,1,4.4,1.3,39,0.8,8,30.07,0.29
209,0,19-Mar-09,8,2,3,2.75,3,4.2,0,4.1,3.4,48,0.58,7,30,0.01
209,1,20-Mar-09,6,1,3,2.25,4,4.6,1,4.6,3,35,0.48,6,30.2,0
209,2,21-Mar-09,9,2,3,2.5,4,4.4,1,4.7,3.9,34,0.42,7,30.41,0
209,3,22-Mar-09,9,2,3,2.25,4,3.4,1,3.7,3.4,42,0.46,5,30.4,0
209,4,23-Mar-09,8,2,3,2.5,4,4.4,0,3.5,3,35,0.36,10,30.35,0
209,5,24-Mar-09,7,2,3,2.75,3,4.4,1,3.9,3.3,32,0.35,8,30.43,0
209,6,25-Mar-09,7,2,3,3.25,4,4,1,4.1,2.9,42,0.24,3,30.35,0
209,7,26-Mar-09,7,2,9,3,3,4.4,0,3.7,4.1,39,0.8,8,30.07,0.29
210,0,19-Mar-09,7,4,3,2.5,4,5.4,1,3.6,1.6,48,0.58,7,30,0.01
210,1,20-Mar-09,6,2,3,3,3,5.4,1,3.3,2,35,0.48,6,30.2,0
210,3,22-Mar-09,7,3,14,3.5,4,6,1,3.6,1.2,42,0.46,5,30.4,0
210,4,23-Mar-09,,,17,3.5,4,5.4,1,3.8,1.4,35,0.36,10,30.35,0
210,5,24-Mar-09,6,2,17,3.25,4,5,1,2.9,1.2,32,0.35,8,30.43,0
210,6,25-Mar-09,6,1,3,2.75,4,3.8,0,3.3,1.7,42,0.24,3,30.35,0
210,7,26-Mar-09,5.5,2,3,3,3,4.2,1,3.3,1.4,39,0.8,8,30.07,0.29
211,0,19-Mar-09,8,4,8,2.75,3,5.8,1,3.9,2.2,48,0.58,7,30,0.01
211,1,20-Mar-09,7,2,3,3,3,5.4,0,5,1.8,35,0.48,6,30.2,0
211,2,21-Mar-09,8,2,3,3,3,4.8,1,3.5,1.6,34,0.42,7,30.41,0
211,3,22-Mar-09,9,3,3,3.25,3,5.6,1,3.8,1.5,42,0.46,5,30.4,0
211,4,23-Mar-09,7,1,3,3,3,5.6,0,3.6,2.1,35,0.36,10,30.35,0
211,5,24-Mar-09,8,2,12,2.75,3,3.6,0,2.5,2,32,0.35,8,30.43,0
211,6,25-Mar-09,6,1,3,3,3,5.4,0,3.4,1.6,42,0.24,3,30.35,0
211,7,26-Mar-09,9,0,3,3,3,4,1,2.7,1.3,39,0.8,8,30.07,0.29
212,0,19-Mar-09,11,4,17,3.25,5,6.2,1,5.7,1.3,48,0.58,7,30,0.01
212,1,20-Mar-09,6,2,17,3.25,4,4.6,1,5.5,1.7,35,0.48,6,30.2,0
212,2,21-Mar-09,10,3,12,3.75,5,5,1,5,1.2,34,0.42,7,30.41,0
212,3,22-Mar-09,10,3,12,3.25,4,5,1,3.9,1.2,42,0.46,5,30.4,0
212,4,23-Mar-09,8,1,12,3.25,4,4.4,0,3.4,1.8,35,0.36,10,30.35,0
212,5,24-Mar-09,9,1,8,3.75,5,6,1,4.5,1.3,32,0.35,8,30.43,0
212,6,25-Mar-09,7,2,8,4,5,4,0,3.3,1.4,42,0.24,3,30.35,0
212,7,26-Mar-09,11,2,17,4,5,5.6,1,4.1,1.3,39,0.8,8,30.07,0.29
213,0,19-Mar-09,9,4,0,3.5,5,5.4,1,5.7,1.9,48,0.58,7,30,0.01
213,1,20-Mar-09,8,3,6,2.5,3,5,1,5.8,2.2,35,0.48,6,30.2,0
213,2,21-Mar-09,8,3,0,2.5,4,4.6,1,4.9,2.4,34,0.42,7,30.41,0
213,3,22-Mar-09,8,3,0,3.25,4,3.4,1,4.1,1.7,42,0.46,5,30.4,0
213,4,23-Mar-09,7,3,14,2.5,4,4.4,1,5,2.2,35,0.36,10,30.35,0
213,5,24-Mar-09,8,2,9,2.5,3,4.2,1,3.7,3.8,32,0.35,8,30.43,0
213,6,25-Mar-09,8,2,5,2,3,2.8,,4.3,3.8,42,0.24,3,30.35,0
213,7,26-Mar-09,8,0,5,2.25,3,3.4,,4.1,3.7,39,0.8,8,30.07,0.29
214,0,19-Mar-09,6,3,8,3.5,3,4.6,1,4.3,2.3,48,0.58,7,30,0.01
214,1,20-Mar-09,5,1,17,2.75,4,3.8,0,5,2.1,35,0.48,6,30.2,0
214,2,21-Mar-09,8,4,8,3.25,3,3.6,1,5.5,1.7,34,0.42,7,30.41,0
214,3,22-Mar-09,8,3,8,2.75,4,3.2,1,4.6,2.9,42,0.46,5,30.4,0
214,4,23-Mar-09,5,1,17,2.75,4,4,1,4,4.1,35,0.36,10,30.35,0
214,5,24-Mar-09,5,3,26,1.75,3,3.6,1,3.6,3.3,32,0.35,8,30.43,0
214,6,25-Mar-09,4,2,8,1,2,1.6,0,2,4.2,42,0.24,3,30.35,0
214,7,26-Mar-09,8,2,8,1.75,2,2.8,0,3.2,4.1,39,0.8,8,30.07,0.29
215,0,19-Mar-09,8,4,3,3.25,5,6,1,5.6,1.5,48,0.58,7,30,0.01
215,1,20-Mar-09,8,1,12,3.25,5,3.8,0,6,3.4,35,0.48,6,30.2,0
215,2,21-Mar-09,,2,3,3.5,5,6,0,5.6,1.5,34,0.42,7,30.41,0
215,3,22-Mar-09,9,3,3,4,5,5.6,1,5.2,1.7,42,0.46,5,30.4,0
215,4,23-Mar-09,9,3,9,3.5,5,5.4,1,5.2,2,35,0.36,10,30.35,0
215,5,24-Mar-09,8,3,12,3.5,4,5.8,0,5.5,1.6,32,0.35,8,30.43,0
215,6,25-Mar-09,7,3,18,3.5,5,5.4,1,5.8,1.7,42,0.24,3,30.35,0
215,7,26-Mar-09,7,3,15,3,5,5.2,0,5.6,2,39,0.8,8,30.07,0.29
218,0,19-Mar-09,7.5,4,17,3.5,5,7,1,5.6,1.1,48,0.58,7,30,0.01
218,1,20-Mar-09,6.5,2,22,4,4,5,0,6.1,1.4,35,0.48,6,30.2,0
218,2,21-Mar-09,9,3,6,4,4,6,1,6,1,34,0.42,7,30.41,0
218,3,22-Mar-09,11,3,15,3.75,5,6,1,6,1,42,0.46,5,30.4,0
218,4,23-Mar-09,6,3,18,3.75,5,5.6,0,5.6,1.1,35,0.36,10,30.35,0
218,5,24-Mar-09,5.5,3,3,3.75,4,5,1,5.4,1.1,32,0.35,8,30.43,0
218,6,25-Mar-09,6,3,6,3.75,4,5.2,0,5.4,1.1,42,0.24,3,30.35,0
218,7,26-Mar-09,5.5,2,6,3.75,4,5.2,0,5.7,1.1,39,0.8,8,30.07,0.29
219,0,19-Mar-09,5,3,12,2,3,2.6,,3.4,4.1,48,0.58,7,30,0.01
219,1,20-Mar-09,,,0,,,,,,,35,0.48,6,30.2,0
219,2,21-Mar-09,,,0,,,,,,,34,0.42,7,30.41,0
219,3,22-Mar-09,,,0,,,,,,,42,0.46,5,30.4,0
219,4,23-Mar-09,,,0,,,,,,,35,0.36,10,30.35,0
219,5,24-Mar-09,,,0,,,,,,,32,0.35,8,30.43,0
219,6,25-Mar-09,,,0,,,,,,,42,0.24,3,30.35,0
219,7,26-Mar-09,5,3,21,1.75,3,4.2,0,2.7,2.8,39,0.8,8,30.07,0.29
220,0,19-Mar-09,6.5,2,0,2.5,4,3.4,0,5.1,1.7,48,0.58,7,30,0.01
220,1,20-Mar-09,7,1,0,2.5,3,2,0,3.9,2.8,35,0.48,6,30.2,0
220,2,21-Mar-09,8,3,0,2.5,3,3,1,4.3,1.2,34,0.42,7,30.41,0
220,3,22-Mar-09,10,2,0,2.25,3,2.2,1,3.5,2.4,42,0.46,5,30.4,0
220,4,23-Mar-09,8,1,0,2.25,4,3.2,0,4.6,1.4,35,0.36,10,30.35,0
220,5,24-Mar-09,7,2,0,2.25,3,3.6,1,4.3,1.3,32,0.35,8,30.43,0
220,6,25-Mar-09,8,1,0,2.75,4,4.2,0,4.7,1.1,42,0.24,3,30.35,0
220,7,26-Mar-09,,0,0,3,4,3.8,1,4.5,1,39,0.8,8,30.07,0.29
221,0,19-Mar-09,7,4,9,2.25,3,2,1,4.1,3,48,0.58,7,30,0.01
221,1,20-Mar-09,6,0,12,3,5,6,1,5,1.6,35,0.48,6,30.2,0
221,2,21-Mar-09,10,1,3,3.25,5,4.2,1,4.6,1.7,34,0.42,7,30.41,0
221,3,22-Mar-09,9,1,12,2.5,4,2.6,1,3.4,1.7,42,0.46,5,30.4,0
221,4,23-Mar-09,7,1,3,3.25,3,3.6,1,3.7,2.1,35,0.36,10,30.35,0
221,5,24-Mar-09,9,0,3,2.75,5,3.4,,4.5,1.5,32,0.35,8,30.43,0
221,6,25-Mar-09,9,1,12,1.75,4,4,1,3.5,1.8,42,0.24,3,30.35,0
221,7,26-Mar-09,7,2,3,2.75,4,3.2,0,3.4,2,39,0.8,8,30.07,0.29
222,0,19-Mar-09,5,3,12,3.5,4,6,0,5.9,1.8,48,0.58,7,30,0.01
222,1,20-Mar-09,7,1,21,3.75,5,6.4,1,6,1,35,0.48,6,30.2,0
222,2,21-Mar-09,,,0,,,,,,,34,0.42,7,30.41,0
222,3,22-Mar-09,,,0,,,,,,,42,0.46,5,30.4,0
222,4,23-Mar-09,7,3,31,1.75,4,3,0,4.1,3.4,35,0.36,10,30.35,0
222,5,24-Mar-09,5,2,40,3,4,5,1,6,2.1,32,0.35,8,30.43,0
222,6,25-Mar-09,7,3,33,3.75,5,5.4,1,5.6,1.6,42,0.24,3,30.35,0
222,7,26-Mar-09,7,0,18,3.25,4,4.6,0,5.4,1.3,39,0.8,8,30.07,0.29
223,0,19-Mar-09,8,2,5,2.5,4,3.6,1,4.4,3.2,48,0.58,7,30,0.01
223,1,20-Mar-09,8,2,8,1.666666667,3,4,1,4,4.1,35,0.48,6,30.2,0
223,2,21-Mar-09,8,2,12,1.5,3,4.4,1,4.1,3.8,34,0.42,7,30.41,0
223,3,22-Mar-09,8,2,17,1.75,4,4.2,1,4.1,4.3,42,0.46,5,30.4,0
223,4,23-Mar-09,7,2,12,1.5,3,4,1,4.1,3.525,35,0.36,10,30.35,0
223,5,24-Mar-09,6,2,12,1.75,2,3.8,1,4.3,4.4,32,0.35,8,30.43,0
223,6,25-Mar-09,7,3,17,1.5,3,3.6,1,4.2,3.5,42,0.24,3,30.35,0
223,7,26-Mar-09,9,2,17,2,2,4.6,,3.8,3.4,39,0.8,8,30.07,0.29
224,0,19-Mar-09,5,4,3,1.75,2,1.8,1,2,2.3,48,0.58,7,30,0.01
224,1,20-Mar-09,4,0,3,1.5,1,1,1,2.2,5,35,0.48,6,30.2,0
224,2,21-Mar-09,3,1,0,2.5,2,2.8,1,2.8,4,34,0.42,7,30.41,0
224,3,22-Mar-09,5,3,6,2.5,3,5,1,5.7,1,42,0.46,5,30.4,0
224,4,23-Mar-09,6,2,9,3,5,7,0,7,1,35,0.36,10,30.35,0
224,5,24-Mar-09,4,2,15,2,3,2,1,2.3,5,32,0.35,8,30.43,0
224,6,25-Mar-09,2,0,0,2.75,2,1.2,0,3.2,4.6,42,0.24,3,30.35,0
224,7,26-Mar-09,4,2,14,2.75,1,5.8,1,4.5,1.1,39,0.8,8,30.07,0.29
225,0,19-Mar-09,7,4,23,1.75,3,3.4,1,2.7,3.4,48,0.58,7,30,0.01
225,1,20-Mar-09,3,1,0,2.75,3,5.2,0,4,3.8,35,0.48,6,30.2,0
225,2,21-Mar-09,12,1,24,2.75,3,4.6,1,4.2,2.2,34,0.42,7,30.41,0
225,3,22-Mar-09,9,0,0,2.75,3,4.4,1,4.2,2.7,42,0.46,5,30.4,0
225,4,23-Mar-09,8,0,13,2.5,4,4.2,1,4.3,2.6,35,0.36,10,30.35,0
225,5,24-Mar-09,8,1,15,2.75,3,3.4,0,3.6,2,32,0.35,8,30.43,0
225,6,25-Mar-09,9,1,13,2.25,4,3.8,1,3.4,1.6,42,0.24,3,30.35,0
225,7,26-Mar-09,6,1,16,2.75,4,3.8,1,4.2,1.7,39,0.8,8,30.07,0.29
226,0,19-Mar-09,6,3,21,2,2,3,1,3.8,5.5,48,0.58,7,30,0.01
226,1,20-Mar-09,6,2,26,2.75,3,4.4,0,5,3.2,35,0.48,6,30.2,0
226,2,21-Mar-09,5,2,10,1.75,3,1.6,1,3.2,4.4,34,0.42,7,30.41,0
226,3,22-Mar-09,7,2,10,2.25,3,1.8,1,2.4,5.2,42,0.46,5,30.4,0
226,4,23-Mar-09,6,2,26,2.5,3,2.8,0,4.3,2.9,35,0.36,10,30.35,0
226,5,24-Mar-09,6,2,25,2.25,3,2.8,1,3.1,4.4,32,0.35,8,30.43,0
226,6,25-Mar-09,7,3,30,2.25,3,3.8,1,4.2,3.5,42,0.24,3,30.35,0
226,7,26-Mar-09,7,2,35,2.25,3,4.8,1,5,2.4,39,0.8,8,30.07,0.29
227,0,19-Mar-09,9,3,30,1.75,3,5,0,4.5,4.9,48,0.58,7,30,0.01
227,2,21-Mar-09,7,3,6,1,3,1.8,1,3.4,5.1,34,0.42,7,30.41,0
227,3,22-Mar-09,9.5,3,6,1.5,2,1.8,0,2.9,2.9,42,0.46,5,30.4,0
227,4,23-Mar-09,8,3,24,3,4,6,0,5.2,2.3,35,0.36,10,30.35,0
227,5,24-Mar-09,8,2,24,2,2,3.4,0,4.6,3,32,0.35,8,30.43,0
227,6,25-Mar-09,9.5,3,12,2.5,2,4.6,0,3.7,2.9,42,0.24,3,30.35,0
227,7,26-Mar-09,8,1,36,1.25,2,3.2,0,3.6,3.4,39,0.8,8,30.07,0.29
228,0,19-Mar-09,5,2,3,2,1,4.4,1,3.2,3.7,48,0.58,7,30,0.01
228,1,20-Mar-09,4,3,8,0,1,1,0,2.1,5.9,35,0.48,6,30.2,0
228,2,21-Mar-09,12,3,8,2.25,1,4.8,1,3.7,4.6,34,0.42,7,30.41,0
228,3,22-Mar-09,4,3,8,2.5,1,4.8,1,4.6,4.4,42,0.46,5,30.4,0
228,4,23-Mar-09,3,1,3,0.25,1,1,0,1.5,5.2,35,0.36,10,30.35,0
228,5,24-Mar-09,8,2,3,2.25,1,3.8,1,1.4,2.2,32,0.35,8,30.43,0
228,6,25-Mar-09,9,3,3,2,1,1.4,0,1.2,4.5,42,0.24,3,30.35,0
228,7,26-Mar-09,7,2,3,0.25,1,1.6,1,1,4.9,39,0.8,8,30.07,0.29
229,0,19-Mar-09,4,3,12,3.25,3,4.6,1,5,1.5,48,0.58,7,30,0.01
229,1,20-Mar-09,8,3,6,2.25,2,3.2,1,4.3,4.2,35,0.48,6,30.2,0
229,2,21-Mar-09,6,2,6,1.666666667,2,5,0,5.5,3.3,34,0.42,7,30.41,0
229,3,22-Mar-09,8,2,12,2,3,3.6,1,4.9,1.6,42,0.46,5,30.4,0
229,4,23-Mar-09,7,2,9,2,1,3.4,0,4.8,2.9,35,0.36,10,30.35,0
229,5,24-Mar-09,6,,0,1.5,1,1,0,3.5,3.4,32,0.35,8,30.43,0
229,6,25-Mar-09,6,,3,1.75,1,3,1,4.7,1.3,42,0.24,3,30.35,0
229,7,26-Mar-09,4,3,12,3,3,3.6,1,3.5,1.65,39,0.8,8,30.07,0.29
230,0,19-Mar-09,6,3,0,3.5,5,6,1,5.5,1.1,48,0.58,7,30,0.01
230,1,20-Mar-09,6,0,24,3.25,4,1.6,1,3.7,1.8,35,0.48,6,30.2,0
230,2,21-Mar-09,7,0,16,3,4,4.8,1,4.3,1,34,0.42,7,30.41,0
230,3,22-Mar-09,7,3,37,3.5,5,5,1,5.2,1.1,42,0.46,5,30.4,0
230,4,23-Mar-09,9,2,23,3.5,5,4.6,1,4.4,1.2,35,0.36,10,30.35,0
230,5,24-Mar-09,9,2,18,3.75,4,5.2,1,4.5,1.1,32,0.35,8,30.43,0
230,6,25-Mar-09,8,2,37,3.5,5,5.2,1,5.4,1.5,42,0.24,3,30.35,0
230,7,26-Mar-09,7,2,35,3.5,5,5,1,4.7,1,39,0.8,8,30.07,0.29
231,0,19-Mar-09,7,4,8,3.5,5,5.2,1,4.9,1.6,48,0.58,7,30,0.01
231,1,20-Mar-09,7,1,17,2.75,4,4.6,0,4.8,1.6,35,0.48,6,30.2,0
231,2,21-Mar-09,7,3,3,3.75,5,5,1,5.2,1.3,34,0.42,7,30.41,0
231,3,22-Mar-09,7,3,3,2.5,4,4.8,1,4.4,1.7,42,0.46,5,30.4,0
231,4,23-Mar-09,7,2,3,3,4,4.4,1,4.5,1.7,35,0.36,10,30.35,0
231,5,24-Mar-09,8.5,2,17,3.75,4,5.4,1,4.1,1.4,32,0.35,8,30.43,0
231,6,25-Mar-09,6,2,3,3.25,4,5,0,3.7,1.6,42,0.24,3,30.35,0
231,7,26-Mar-09,6,0,3,3.25,4,3.6,1,3.5,1.5,39,0.8,8,30.07,0.29
233,0,19-Mar-09,7.5,4,21,2.5,4,5.2,0,4.2,3.3,48,0.58,7,30,0.01
233,1,20-Mar-09,,,0,,,,,,,35,0.48,6,30.2,0
233,2,21-Mar-09,8,3,3,2.5,4,4.4,1,4.8,2.6,34,0.42,7,30.41,0
233,3,22-Mar-09,9,2,10,3,3,2.8,1,4.2,3,42,0.46,5,30.4,0
233,4,23-Mar-09,6,3,16,2.75,3,3.6,0,3.8,3.2,35,0.36,10,30.35,0
233,5,24-Mar-09,8,2,16,2.75,4,3,1,3.2,2.9,32,0.35,8,30.43,0
233,6,25-Mar-09,8,2,25,2.75,2,3,1,2.7,3.1,42,0.24,3,30.35,0
233,7,26-Mar-09,8,3,28,2.75,4,4.4,1,3.3,2.7,39,0.8,8,30.07,0.29
234,0,19-Mar-09,7.5,3,19,3,4,5.4,1,5.6,2.5,48,0.58,7,30,0.01
234,1,20-Mar-09,7,1,12,1.75,4,5,1,4.7,2.4,35,0.48,6,30.2,0
234,2,21-Mar-09,7,2,3,2.75,4,5.2,1,5,2.5,34,0.42,7,30.41,0
234,3,22-Mar-09,9,3,12,2.5,4,5.2,1,4.9,2.7,42,0.46,5,30.4,0
234,4,23-Mar-09,7,1,12,3,4,5.6,0,5.1,2.2,35,0.36,10,30.35,0
234,5,24-Mar-09,8,1,12,2.5,3,4.8,0,4.5,2.4,32,0.35,8,30.43,0
234,6,25-Mar-09,10,2,12,2.25,3,5.8,0,5.1,2,42,0.24,3,30.35,0
234,7,26-Mar-09,9,2,12,2.75,3,5,1,5,2.2,39,0.8,8,30.07,0.29
237,0,19-Mar-09,3,3,12,2.25,2,3.8,1,2.9,4.2,48,0.58,7,30,0.01
237,1,20-Mar-09,3,2,12,2,1,1.4,0,2.8,4.7,35,0.48,6,30.2,0
237,2,21-Mar-09,13,1,12,2,2,1.4,1,3.2,3.8,34,0.42,7,30.41,0
237,3,22-Mar-09,4,2,3,1.75,2,1.2,1,2.8,2.9,42,0.46,5,30.4,0
237,4,23-Mar-09,3,3,21,2.25,2,2.4,0,3,2.9,35,0.36,10,30.35,0
237,5,24-Mar-09,3,2,15,2,3,2.6,1,2.7,3.2,32,0.35,8,30.43,0
237,6,25-Mar-09,7,1,15,2,2,1.4,0,2.6,3.3,42,0.24,3,30.35,0
237,7,26-Mar-09,2,0,21,1.75,3,2.6,1,2.9,3.2,39,0.8,8,30.07,0.29
238,0,19-Mar-09,6.5,3,5,3.25,4,3.8,0,4.2,2.5,48,0.58,7,30,0.01
238,1,20-Mar-09,8,2,3,2.5,4,3.6,1,4.8,2.8,35,0.48,6,30.2,0
238,2,21-Mar-09,7,3,5,2.5,2,2.6,1,3.9,4.5,34,0.42,7,30.41,0
238,3,22-Mar-09,8,4,5,2.25,3,3,1,3.9,3.5,42,0.46,5,30.4,0
238,4,23-Mar-09,7.5,2,5,2.75,4,4.2,0,4.4,2.5,35,0.36,10,30.35,0
238,5,24-Mar-09,7.5,3,5,2.5,3,3.6,0,4.3,2.2,32,0.35,8,30.43,0
238,6,25-Mar-09,7.5,2,9,2,4,3.8,1,4,2.7,42,0.24,3,30.35,0
238,7,26-Mar-09,6.5,0,9,2.5,3,2.6,0,3.2,2.7,39,0.8,8,30.07,0.29
239,0,19-Mar-09,10,4,12,3,4,5.8,0,4.9,3.2,48,0.58,7,30,0.01
239,1,20-Mar-09,6,3,3,3.25,3,6.2,1,4.2,2.4,35,0.48,6,30.2,0
239,2,21-Mar-09,6,3,27,2.5,2,2.8,1,3.8,3.9,34,0.42,7,30.41,0
239,3,22-Mar-09,8,3,18,2.5,3,4.8,1,4.2,3,42,0.46,5,30.4,0
239,4,23-Mar-09,7,3,6,2,3,3.6,0,4.1,3.5,35,0.36,10,30.35,0
239,5,24-Mar-09,6,3,6,1.75,3,3.8,1,3.9,3,32,0.35,8,30.43,0
239,6,25-Mar-09,5,2,9,1.5,3,5,0,3.5,3.2,42,0.24,3,30.35,0
239,7,26-Mar-09,7,2,6,1.5,3,3.4,1,2.9,4.3,39,0.8,8,30.07,0.29
240,0,19-Mar-09,4,4,12,0.75,4,1.4,1,1,6.4,48,0.58,7,30,0.01
240,1,20-Mar-09,4,3,9,2.75,5,3.8,0,3.1,5.9,35,0.48,6,30.2,0
240,2,21-Mar-09,6,2,0,3.25,5,4.6,1,5.1,1.1,34,0.42,7,30.41,0
240,4,23-Mar-09,8,3,9,2.75,5,5,,4.3,1.1,35,0.36,10,30.35,0
240,6,25-Mar-09,5,2,0,1,1,1,0,1,6.9,42,0.24,3,30.35,0
240,7,26-Mar-09,2,0,0,1,1,1,,1,6.9,39,0.8,8,30.07,0.29
241,0,19-Mar-09,6,4,0,2.25,3,3,1,4.9,2.9,48,0.58,7,30,0.01
241,1,20-Mar-09,4,3,0,2,3,2.8,1,4.3,6.1,35,0.48,6,30.2,0
241,2,21-Mar-09,6,2,0,1.5,5,3,1,5.3,2.6,34,0.42,7,30.41,0
241,3,22-Mar-09,10,3,0,2,3,2.6,1,2.7,2.9,42,0.46,5,30.4,0
241,4,23-Mar-09,0,0,0,1.25,2,1.8,0,1.9,4.8,35,0.36,10,30.35,0
241,5,24-Mar-09,8,2,0,1.5,4,4,1,3.5,1.3,32,0.35,8,30.43,0
241,6,25-Mar-09,8,3,0,1,1,1.6,1,1.8,4.5,42,0.24,3,30.35,0
241,7,26-Mar-09,6,3,0,2.25,3,2.2,1,3.2,2.9,39,0.8,8,30.07,0.29
242,0,19-Mar-09,5.5,4,6,1,2,2,0,2.8,4.3,48,0.58,7,30,0.01
242,1,20-Mar-09,5,4,3,2.75,4,5.4,1,6,1.8,35,0.48,6,30.2,0
242,2,21-Mar-09,7,4,9,2.25,2,3.2,1,3.8,4.6,34,0.42,7,30.41,0
242,3,22-Mar-09,4,4,3,3.5,5,6.2,1,6.6,2.2,42,0.46,5,30.4,0
242,4,23-Mar-09,5,2,5,1.75,3,2.8,0,3.4,4.5,35,0.36,10,30.35,0
242,5,24-Mar-09,5,3,3,1.25,3,2.8,0,3.5,5.425,32,0.35,8,30.43,0
242,6,25-Mar-09,5,2,0,1.5,3,2.2,0,2.2,5,42,0.24,3,30.35,0
242,7,26-Mar-09,5,4,0,1,1,1.2,0,2,5.8,39,0.8,8,30.07,0.29
243,0,19-Mar-09,10,4,8,2.75,3,3.2,1,4,1.8,48,0.58,7,30,0.01
243,1,20-Mar-09,6,2,18,2.75,3,5,1,4.7,1.6,35,0.48,6,30.2,0
243,2,21-Mar-09,7,2,13,2.75,3,4.8,1,3.9,1.7,34,0.42,7,30.41,0
243,3,22-Mar-09,10,3,21,2,3,3.4,1,2.35,1.7,42,0.46,5,30.4,0
243,4,23-Mar-09,6,2,16,2.75,3,3.8,0,3,2,35,0.36,10,30.35,0
243,5,24-Mar-09,12,3,22,2.25,3,3.6,1,2.7,2.1,32,0.35,8,30.43,0
243,6,25-Mar-09,6,2,18,2.5,3,2.4,0,3.2,1.7,42,0.24,3,30.35,0
243,7,26-Mar-09,10,1,16,3.25,4,4.6,1,4.4,1.5,39,0.8,8,30.07,0.29
244,0,19-Mar-09,7,3,9,3.25,4,5.4,1,5.2,1.3,48,0.58,7,30,0.01
244,1,20-Mar-09,6,3,9,2.25,4,4.2,1,4.6,2.2,35,0.48,6,30.2,0
244,2,21-Mar-09,7,4,3,3,4,4,1,5,2.55,34,0.42,7,30.41,0
244,3,22-Mar-09,6,4,0,3.5,4,4.4,1,5.4,1.6,42,0.46,5,30.4,0
244,4,23-Mar-09,6,3,0,3,3,4.6,0,5.2,1.8,35,0.36,10,30.35,0
244,5,24-Mar-09,7,3,9,3,4,4.2,1,5,1.9,32,0.35,8,30.43,0
244,6,25-Mar-09,6,3,3,2.25,3,3.2,1,3.3,3.2,42,0.24,3,30.35,0
244,7,26-Mar-09,6,3,9,3,3,4,1,3.8,1.8,39,0.8,8,30.07,0.29
245,0,19-Mar-09,11,4,24,3.75,4,5.8,0,6.8,2.1,48,0.58,7,30,0.01
245,1,20-Mar-09,7,2,21,2.25,4,2.8,1,4.4,4.1,35,0.48,6,30.2,0
245,2,21-Mar-09,5,4,6,2.5,4,4.8,1,5.8,2.3,34,0.42,7,30.41,0
245,3,22-Mar-09,6,4,3,2.5,3,3.6,1,5.9,5.6,42,0.46,5,30.4,0
245,4,23-Mar-09,6,3,27,2.75,3,5,1,6.4,1.8,35,0.36,10,30.35,0
245,5,24-Mar-09,9,3,15,3.5,4,4.8,1,5.5,1.1,32,0.35,8,30.43,0
245,6,25-Mar-09,10,3,27,3.5,4,5.2,0,5.8,1.4,42,0.24,3,30.35,0
245,7,26-Mar-09,9,1,21,2.5,3,3.2,0,4.7,2.7,39,0.8,8,30.07,0.29
246,0,19-Mar-09,6,4,3,2,4,3.4,0,2.6,2.3,48,0.58,7,30,0.01
246,1,20-Mar-09,4,3,3,3,3,3.6,0,3.7,3.5,35,0.48,6,30.2,0
246,2,21-Mar-09,3,3,0,3,3,4.2,1,3.8,2.4,34,0.42,7,30.41,0
247,0,19-Mar-09,10,4,12,2.5,3,2.6,1,4.6,3,48,0.58,7,30,0.01
247,1,20-Mar-09,8,1,21,1.75,3,1,1,3.3,5.2,35,0.48,6,30.2,0
247,2,21-Mar-09,6,3,18,1.75,3,2.8,1,3.7,3.7,34,0.42,7,30.41,0
247,3,22-Mar-09,6,3,21,2.5,4,4.4,1,3.6,2.8,42,0.46,5,30.4,0
247,4,23-Mar-09,6,2,21,2.25,3,4.6,,4.8,2.3,35,0.36,10,30.35,0
247,5,24-Mar-09,7,2,21,2,3,3,0,2.8,2.2,32,0.35,8,30.43,0
247,6,25-Mar-09,7,2,30,3,4,5.8,1,5,2,42,0.24,3,30.35,0
247,7,26-Mar-09,7,2,21,3,3,4.4,0,4.7,2.6,39,0.8,8,30.07,0.29
248,0,19-Mar-09,6,4,20,3,3,4.2,1,4.9,1.7,48,0.58,7,30,0.01
